OBJECTID,SHAPESTArea,SHAPESTLength,NrRNET,Denominacao,EntProprietaria,EntExploradora,TipologiaET,Categoria,NrUnidAloj,NrCamasFixas,NrQuartos,NrSuites,NrApart,NrMoradias,NrCampistas,IntegraCT,DesignacaoCT,CampoGolfe,SalasReunioes,CapacSalasReunioes,SPA,OutrosEquip,AnoAberturaEmpreendimento,ClassificacaoTdP,DataUltClassifF,ValidadeClassif,ParecerPostClassif,DataPostClassif,AtribuicaoUT,RecTurNatureza,CertifAmbiental,DesigCertifAmbiental,CertifQualServ,DesigCertifQualServ,OutrasCertifPremios,DesigOutrasCertif,ImovelClassificado,Website,Email,Endereco,CodigoPostal,LocalidadeCP,LatLong,FiabilidadeGeo,Freguesia,Concelho,Distrito,NUTSIII,NUTSII,NUTSI,ERT,PNCT,RNAP,RedeNatura2000Global,RedeNatura2000Sitios,RedeNatura2000ZPE,FaixaCosteira,ZonaCosteira,ZonaTerrestreProtecao,LimitePROT,LimitePOC,LimiteAlbufeiras,UNESCO,Geoparques,Biosfera,RedeAldeias,FreguesiasCosteiras,NUTSIIICosteiras,DataAtualiza,SeloCleanSafe,RNET
8788090,5.166259765625,8.06784356666645,10171,Monte Mayor - Equus Villa,"Monte Mayor, Unipessoal, Lda.","Monte Mayor, Unipessoal, Lda.",CasaDeCampo,0,6,12,0,6,0,0,0,NaoIntegra,,Não,Sim,30,Não,,2023,NA,,, ,,Não,Não,Não,,Não,,Não,,Não,www.montemayor.pt,luis.folgado@montemayor.pt,"Estrada Nacional 114, km 145,5, Courelas da Carvalhice, 7050-704 Foros de Vale Figueira",7050-704,FOROS DE VALE DE FIGUEIRA,"38.7213 ; -8.32127",Fiavel,Foros de Vale de Figueira,Montemor-o-Novo,Évora,Alentejo Central,Alentejo,Continente,Turismo do Alentejo,PNCT - Área de Intervenção,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Alentejo,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2022/04/27 00:00:00+00,Não,10171
8788091,5.053955078125,7.98005780982819,10173,Porto de Beja,"Rações Valouro, S.A.",Sociedade Agrícola e Pecuária dos Conqueiros Poen,CasaDeCampo,0,12,23,12,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,2022,NA,,, ,,Não,Não,Não,,Não,,Não,,Não,,chmadeira@gmail.com,Herdade de Conqueiros,7565-100,ALVALADE,"37.91056 ; -8.32756",Fiavel,Alvalade,Santiago do Cacém,Setúbal,Alentejo Litoral,Alentejo,Continente,Turismo do Alentejo,PNCT - Área de Intervenção,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Alentejo,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2022/04/27 00:00:00+00,Não,10173
8788092,5.559814453125,8.36942315262926,10175,Bonelli House,"Apure os Sentidos, Lda.","Apure os Sentidos, Lda.",Agroturismo,0,4,8,0,4,0,0,0,NaoIntegra,,Não,Não,0,Não,,2022,NA,2021/11/08 00:00:00+00,2026/11/08 00:00:00+00, ,,Não,Não,Não,,Não,,Não,,Não,,pinto.guru@gmail.com,Senhora da Cunha,5070-204,CARLÃO,"41.30241 ; -7.384225",Fiavel,União das freguesias de Carlão e Amieiro,Alijó,Vila Real,Douro,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Parque Natural Regional - Vale do Tua,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Norte,Não Abrangido,Não Abrangido,Alto Douro Vinhateiro - Zona Especial de Proteção,Não abrangido,Não abrangido,Não Abrangido,,,2022/05/02 00:00:00+00,Não,10175
8788093,388.660400390625,80.022845556491,10178,Hotel Princesa do Gilão,Manuel Mário da Encarnação Revez,"MARESA\,  LDA",Hotel,1,24,55,24,0,0,0,0,NaoIntegra,,Não,Não,0,Não,-,1986,Sim,2022/06/29 00:00:00+00,2027/06/29 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,,geral@hprincesadogilao.com,Rua Borda de Água de Aguiar,8800-326,TAVIRA,,Fiavel,União das freguesias de Tavira (Santa Maria e Santiago),Tavira,Faro,Algarve,Algarve,Continente,Região de Turismo do Algarve,Não abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Algarve,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2022/07/05 00:00:00+00,Não,10178
8788094,5.60888671875,8.40710174663384,1018,Hotel Rali Viana,HOTEIS VIANENSES SOC HOTELEIRA LDA,HOTEIS VIANENSES SOC HOTELEIRA LDA,Hotel,3,39,75,36,3,0,0,0,NaoIntegra,,Não,Sim,0,Não,"Sala de reuniões; Sala de jogos; Bar; Piscina interior",1969,Sim,2015/05/25 00:00:00+00,2020/05/25 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Não,hotelraliviana.com,hotelrali@hotelraliviana.com,"Av. Afonso III,  180",4900-477,Viana do Castelo,"41,697157001112 ; -8,82625031930145",Fiavel,União das freguesias de Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela,Viana do Castelo,Viana do Castelo,Alto Minho,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,1018
8788095,5.173583984375,8.07342185313524,10180,Casas do Apeadeiro,"Casas do Apeadeiro, Lda.","Casas do Apeadeiro, Lda.",CasaDeCampo,0,5,15,0,5,0,0,0,NaoIntegra,,Não,Não,0,Não,,2022,NA,,, ,,Não,Não,Não,,Não,,Não,,Não,,casasdoapeadeiro@gmail.com,Lugar da Estação Ferroviaria de Evoramonte,7040-602,VIMIEIRO ARL,"38.72004 ; -7.98725",Fiavel,Vimieiro,Arraiolos,Évora,Alentejo Central,Alentejo,Continente,Turismo do Alentejo,PNCT - Área de Intervenção,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Alentejo,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2022/05/02 00:00:00+00,Não,10180
8788096,4.941162109375,7.88992086407402,10181,Aparthotel Vila Luz,Ponta da Gaivota promoção Hoteleira e Turística Lda.,Ponta da Gaivota promoção Hoteleira e Turística Lda.,HotelApartamento,4,31,62,0,0,31,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,2022,Sim,2022/08/02 00:00:00+00,2027/08/02 00:00:00+00, ,,Não,Não,Não,,Não,,Não,,Não,,pontadagaivota@gmail.com,"Urbanização Ponta da Gaivota, lote 48/49/66",8600-119,LUZ LGS,"37.08396 ; -8.73916",Fiavel,Luz,Lagos,Faro,Algarve,Algarve,Continente,Região de Turismo do Algarve,Não abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Algarve,POC Odeceixe - Vilamoura,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2022/05/02 00:00:00+00,Não,10181
8788097,4.9599609375,7.90570961566194,10182,AMARIA I,Nuno Maria Avilez de Mello Oliveira,THE GARDEN - MNA LDA,Agroturismo,0,6,12,6,0,0,0,0,NaoIntegra,,Não,Sim,20,Não,,2022,NA,,, ,,Não,Não,Não,,Não,,Não,,Não,,nunoavillezoliveira@gmail.com,Monte Novo,8670-312,ODECEIXE,"37.2380155 ; -8.8469476",PoucoFiavel,Bordeira,Aljezur,Faro,Algarve,Algarve,Continente,Região de Turismo do Algarve,PNCT - Área de Intervenção,Parque Natural - Sudoeste Alentejano e Costa Vicentina,Rede Natura 2000 (Global),Costa Sudoeste,Costa Sudoeste,Faixa Costeira (5km),Não Abrangido,Não Abrangido,Algarve,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2022/05/02 00:00:00+00,Não,10182
8788098,4.9599609375,7.90570961566194,10183,AMARIA II,Nuno Maria Avilez de Mello Oliveira,THE GARDEN - MNA LDA,Agroturismo,0,4,8,4,0,0,0,0,NaoIntegra,,Não,Sim,20,Não,,2022,NA,,, ,,Não,Não,Não,,Não,,Não,,Não,,nunoavillezoliveira@gmail.com,Monte Novo,8670-312,ODECEIXE,"37.2380155 ; -8.8469476",PoucoFiavel,Bordeira,Aljezur,Faro,Algarve,Algarve,Continente,Região de Turismo do Algarve,PNCT - Área de Intervenção,Parque Natural - Sudoeste Alentejano e Costa Vicentina,Rede Natura 2000 (Global),Costa Sudoeste,Costa Sudoeste,Faixa Costeira (5km),Não Abrangido,Não Abrangido,Algarve,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2022/05/02 00:00:00+00,Não,10183
8788099,481.6552734375,97.1045777523601,10184,The Editory Boulevard Aliados Hotel,"ALMADALIADOS, S.A.","THE EDITORY ALIADOS – EXPLORAÇÃO HOTELEIRA, S.A.",Hotel,5,68,75,66,2,0,0,0,NaoIntegra,,Não,Sim,50,Não,Piscina exterior e ginásio,2022,Sim,2022/07/19 00:00:00+00,2027/07/19 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.editoryhotels.com/boulevard-aliados-porto,recepcao.boulevard@editoryhotels.pt,"Avenida dos Aliados, 141/147",4000-065,PORTO,"41,1480976132413 ; -8,6116346805633",Fiavel,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2022/07/20 00:00:00+00,Não,10184
8788100,5.55859375,8.36790914887104,10185,Quinta de Vila Nova,ANA DE FATIMA TELES FERREIRA LOPES PEIXOTO,ANA DE FATIMA TELES FERREIRA LOPES PEIXOTO,Agroturismo,0,4,8,4,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,0,NA,2022/04/22 00:00:00+00,2027/04/22 00:00:00+00, ,,Não,Não,Não,,Não,,Não,,Não,,ana-de-f@hotmail.com,Rua de São Paio nº 356,4620-091,CASAIS LSD,"41.26448 ; -8.30848",Fiavel,União das freguesias de Nespereira e Casais,Lousada,Porto,Tâmega e Sousa,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2022/05/02 00:00:00+00,Não,10185
8788101,32123.3442382812,836.077097125562,10186,Hotel Cotto do Gatto,SRR LDA,SRR LDA,HotelRural,4,28,56,24,4,0,0,0,NaoIntegra,,Não,Não,0,Não,"Bar; Biblioteca; Salas de estar; Piscina exterior; Jardim; Canil",2022,Sim,2022/12/26 00:00:00+00,2027/12/26 00:00:00+00,Não,,Não,Não,Não,,Não,,Sim,Certificação Energética,Não,www.cottodogatto.com,sandra.cgomesoliveira@gmail.com,Rua de Santa Ana nº 115,4980-353,GROVELAS,"41,7515367533807 ; -8,43329384293852",Fiavel,"União das freguesias de Crasto, Ruivos e Grovelas",Ponte da Barca,Viana do Castelo,Alto Minho,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Reserva da Biosfera Transfronteiriça Gerês-Xurés,Não Abrangido,Não,Sim,2022/12/27 00:00:00+00,Não,10186
8788102,5.17724609375,8.07591591469262,10188,Quinta de Belmonte,João António Chamorra Albardeiro- cabeça de casal da herança de,"Sombra Campestre - Unipessoal, Lda.",CasaDeCampo,0,3,5,3,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,2022,NA,2022/04/27 00:00:00+00,2027/04/27 00:00:00+00, ,,Não,Não,Não,,Não,,Não,,Não,,reservas@quintadebelmonte.pt,Quinta de Belmonte,7100-138,ESTREMOZ,"38.837545 ; -7.588515",Fiavel,União das freguesias de Estremoz (Santa Maria e Santo André),Estremoz,Évora,Alentejo Central,Alentejo,Continente,Turismo do Alentejo,PNCT - Área de Intervenção,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Alentejo,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2022/05/03 00:00:00+00,Não,10188
8788103,5.21728515625,8.10730351002161,10189,Caves Barbosa,Luis Filipe Barbosa Aniceto,"Caves Barbosa, Unipessoal, Lda.",CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,2022,NA,2022/11/24 00:00:00+00,2027/11/24 00:00:00+00, ,,Não,Não,Não,,Não,,Não,,Não,,geral@cavesbarbosa.pt,Rua do Sossego n.º 15,2560-256,TORRES VEDRAS,"39.10017 ; -9.23238",Fiavel,"Santa Maria, São Pedro e Matacães",Torres Vedras,Lisboa,Oeste,Centro,Continente,Turismo do Centro de Portugal,Não abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Oeste e Vale do Tejo,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2022/05/03 00:00:00+00,Não,10189
8788104,530.0068359375,102.142680990507,1019,Hotel Portofoz,Maria Sótera Teixeira,DISTINTO DESPERTAR SOCIEDADE UNIPESSOAL LDA,Hotel,2,10,20,7,3,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1984,Sim,2020/03/12 00:00:00+00,2025/03/12 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Não,www.portofoz.com,portofoz@portofoz.com,"Rua do Farol, 155 - 3º",4150-310,Porto,"41,1531623133989 ; -8,6777812808187",Fiavel,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Porto,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,POC Caminha - Espinho,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2020/03/23 18:51:04+00,Sim,1019
8788105,5.41943359375,8.26335873745073,102,Hotel Lusitânia Congress & Spa,HL - HOTELARIA E TURISMO LDA,HL - HOTELARIA E TURISMO LDA,Hotel,4,63,132,56,7,0,0,0,NaoIntegra,,Não,Sim,300,Sim,"Sala de jogos; Sala polivalente; Bar; Piscina exterior",2004,Sim,2017/06/21 00:00:00+00,2022/06/21 00:00:00+00,Não,,Não,Não,Não,,Sim,iso 9001:2008,Não,,Não,www.hotellusitaniaparque.com,geral@naturaimbhotels.com,"Urbanização Quinta das Covas, Lote 34",6300-389,Guarda,"40,5592431797409 ; -7,23044819471867",Fiavel,Guarda,Guarda,Guarda,Beiras e Serra da Estrela,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Centro,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,,Sim,102
8788106,5.640625,8.42965799505169,1020,Hotel São Neutel,RESIDENCIAL SAO NEUTEL LDA,RESIDENCIAL SAO NEUTEL LDA,Hotel,2,47,101,47,0,0,0,0,NaoIntegra,,Não,Não,0,Não,"Sala de refeições com bar; Salão",1989,Sim,2023/01/18 00:00:00+00,2028/01/18 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,,s.neutelchaves@gmail.com,"Av. 5 de Outubro, 106",5400-017,Chaves,"41,7489814180194 ; -7,46369037471034",Fiavel,Santa Maria Maior,Chaves,Vila Real,Alto Tâmega,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2023/01/18 00:00:00+00,Não,1020
8788107,5.4326171875,8.27267415572885,10200,Quinta do Vale Minhoto,Maria Cilia Melo Simões Monteiro Vaz,QUINTA DO VALE MINHOTO UNIPESSOAL LDA,CasaDeCampo,0,15,30,15,0,0,0,0,NaoIntegra,,Não,Sim,250,Não,"Piscina exterior, Ténis",2022,NA,2023/02/07 00:00:00+00,2028/02/07 00:00:00+00, ,,Não,Não,Não,,Não,,Não,,Não,https://quintadovaleminhoto.com/,geral@quintadovaleminhoto.com,Quinta do Vale Minhoto s/n,3460-336,TONDELA,"40.49488 ; -8.08818",Fiavel,União das freguesias de Tondela e Nandufe,Tondela,Viseu,Viseu Dão Lafões,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Centro,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2022/05/10 00:00:00+00,Não,10200
8788108,5881.45166015625,302.505380439622,10202,B&B Hotel Famalicão,"Concretos Pedaços, S.A.","CBBHP Hotels in Portugal, S.A.",Hotel,3,98,196,98,0,0,0,0,NaoIntegra,,Não,Sim,10,Não,,2022,Sim,2022/10/22 00:00:00+00,2027/10/22 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,,torcato.faria@hotelbb.com,Rua António Ferreira Magalhães nº 160 - Lote 4,4760-855,VILA NOVA DE FAMALICÃO,,Fiavel,União das freguesias de Vila Nova de Famalicão e Calendário,Vila Nova de Famalicão,Braga,Ave,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2022/10/25 00:00:00+00,Não,10202
8788109,5.359375,8.21703901505849,10207,Casal da Serra,António Costa Pascoal Moreira,PASCOAL & MOREIRA LDA,CasaDeCampo,0,7,14,7,0,0,0,0,NaoIntegra,,Não,Não,0,Sim,-,2022,NA,2022/05/26 00:00:00+00,2027/05/26 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,,acpascoal.moreira@gmail.com,Rua da Paz n.º 18,6060-314,PENHA GARCIA,"40.044005 ; -7.0201466",Fiavel,Penha Garcia,Idanha-a-Nova,Castelo Branco,Beira Baixa,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Centro,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2022/05/12 00:00:00+00,Não,10207
8788110,1432.76000976562,174.441465269431,1021,Petrus Hotel,LUSOGARDENS LDA,LUSOGARDENS LDA,Hotel,3,38,76,38,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Restaurante,2007,Sim,2019/08/21 00:00:00+00,2024/08/21 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.petrushotel.com,info@petrushotel.com,Rua Familia Camões Edificio Solar Flaviense  nº 20,5400-239,Chaves,"41,7385891494661 ; -7,47105896316803",Fiavel,Santa Maria Maior (Chaves),Chaves,Vila Real,Alto Tâmega,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2019/08/23 00:00:00+00,Sim,1021
8788111,5.37060546875,8.2256932295921,10211,Casa do Lagar,ESTELA MARIA CASTIÇO GASPAR,ESTELA MARIA CASTIÇO GASPAR,CasaDeCampo,0,4,8,4,0,0,0,0,NaoIntegra,,Não,Sim,10,Não,-,2022,NA,2022/05/04 00:00:00+00,2027/05/04 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Sim,,geral@casadedavid.pt,Largo da Fonte - Bendafe,3150-040,BEM DA FÉ,"40.110065 ; -8.426855",Fiavel,União das freguesias de Vila Seca e Bem da Fé,Condeixa-a-Nova,Coimbra,Região de Coimbra,Centro,Continente,Turismo do Centro de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Centro,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Sim,2022/05/16 00:00:00+00,Não,10211
8788112,5.1962890625,8.09007055060878,10212,Herdade da Torrinha - Agroturismo,PATIO DAS AREIAS EMPREENDIMENTOS TURISTICOS LDA,PATIO DAS AREIAS EMPREENDIMENTOS TURISTICOS LDA,Agroturismo,0,5,9,5,0,0,0,0,NaoIntegra,,Não,Não,0,Não,-,2022,NA,2022/11/07 00:00:00+00,2027/11/07 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,,mariaaleluia1@gmail.com,Herdade da Torrinha - Biscainho,2100-653,BISCAÍNHO,"38.95704 ; -8.5261",Fiavel,Biscainho,Coruche,Santarém,Lezíria do Tejo,Alentejo,Continente,Turismo do Alentejo,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Oeste e Vale do Tejo,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Sim,2022/05/27 00:00:00+00,Não,10212
8788113,5.476318359375,8.30584701984723,10215,Casa da Praça,Pedro Miguel Ferreira Augusto,Susete Marques & Pedro Augusto Lda.,TurismoDeHabitacao,0,6,12,6,0,0,0,0,NaoIntegra,,Não,Não,0,Não,-,2022,NA,2022/05/20 00:00:00+00,2027/05/20 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,https://casadapracapinhel.com/,geral@casadapracapinhel.com,"Praça Sacadura Cabral, 5",6400-444,PINHEL,"40.7757181 ; -7.0627976",Fiavel,Pinhel,Pinhel,Guarda,Beiras e Serra da Estrela,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Centro,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2022/05/26 00:00:00+00,Não,10215
8788114,4.947021484375,7.89502415903191,10217,AP Cabanas Beach & Nature,CABANAS FORMOSA - EXPLORAÇÃO HOTELEIRA S A,CABANAS FORMOSA - EXPLORAÇÃO HOTELEIRA S A,Hotel,4,182,340,172,10,0,0,0,NaoIntegra,,Não,Sim,100,Sim,-,2022,Sim,2022/08/15 00:00:00+00,2027/08/15 00:00:00+00,Não,,Não,Não,Sim,green key,Não,,Não,,Não,www.ap-hotelsresorts.com,geral@ap-hotelsresorts.com,Rua Tuberária Major – Cabanas de Tavira,8800-591,CABANAS DE TAVIRA,"37.1332914 ; -7.6081072",Fiavel,União das freguesias de Conceição e Cabanas de Tavira,Tavira,Faro,Algarve,Algarve,Continente,Região de Turismo do Algarve,Não abrangido,Parque Natural - Ria Formosa,Rede Natura 2000 (Global),Não abrangido,Ria Formosa,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Algarve,POOC Vilamoura - Vila Real de Santo António,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2022/08/17 00:00:00+00,Não,10217
8788115,5.03173828125,7.96157960891916,10219,Quinta do Marmeleiro,MARIA FILOMENA HENRIQUES RAPOSO,MARIA FILOMENA HENRIQUES RAPOSO,CasaDeCampo,0,4,6,4,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,2022,Nao,2022/07/14 00:00:00+00,2027/07/14 00:00:00+00, ,,Não,Não,Não,,Não,,Não,,Não,,raposo.filomena@gmail.com,Catifarras - Cercal do Alentejo,7555-030,CERCAL DO ALENTEJO,"38.01529 ; -8.69287",Fiavel,Cercal,Santiago do Cacém,Setúbal,Alentejo Litoral,Alentejo,Continente,Turismo do Alentejo,PNCT - Área de Intervenção,Não Abrangido,Rede Natura 2000 (Global),Costa Sudoeste,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Alentejo,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2022/06/20 00:00:00+00,Sim,10219
8788116,5.275390625,8.15282416183456,1022,Quinta de Santa Bárbara,CLUBE DE CAMPO DA MORGADA INVESTIMENTOS TURISTICO,"Hispallis Beluga - Imobiliaria Unipessoal\, Lda",CasaDeCampo,0,7,14,5,2,0,0,0,NaoIntegra,,Não,Não,0,Não, ,0,NA,2022/07/28 00:00:00+00,2027/07/28 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,,quinta.santabarbara@gmail.com,Quinta de Santa Bárbara,2250-092,Constância,"39,4896826708493 ; -8,3247451907324",Fiavel,Constância,Constância,Santarém,Médio Tejo,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Oeste e Vale do Tejo,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2019/07/18 00:00:00+00,Sim,1022
8788117,5.600830078125,8.40056158846382,10226,"Casas de Campo Mirandesas Cimo da Quinta - "" Curral Grande """,RUI MANUEL FERNANDES PIRES,RUI MANUEL FERNANDES PIRES,CasaDeCampo,0,8,16,8,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,2022,Nao,,, ,,Não,Não,Não,,Não,,Não,,Não,www.cimodaquinta.pt/,rui.mf.pires@sapo.pt,"Rua de Cima, Curral Grande",5210-172,MIRANDA DO DOURO,"41.5405925 ; -6.2637775",Fiavel,Miranda do Douro,Miranda do Douro,Bragança,Terras de Trás-os-Montes,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Parque Natural - Douro Internacional,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2022/06/17 00:00:00+00,Sim,10226
